song_id,track_uri,track_name,artist,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,tempo,kmeans_labels,agglo_labels,gaussian_labels
5324,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,Torn,Natalie Imbruglia,0.575,0.886,0.034,0.0647,0.000187,0.709,0.609,96.31,6,8,3
5325,spotify:track:2w8oMeJjXn1KTnU2fr9eFB,Glad All Over - 2019 - Remaster,The Dave Clark Five,0.462,0.803,0.0585,0.152,0.0,0.0788,0.896,137.789,7,0,6
5326,spotify:track:3ErOTVi5IHKRP0KzdIuLk8,More Than A Woman,Bee Gees,0.632,0.683,0.0383,0.163,0.00013,0.847,0.701,105.955,6,7,3
5327,spotify:track:6Ss1QOGzn0iG8hrRRSGrr9,It Just Won't Do - Radio Edit,"Tim Deluxe, Sam Obernik",0.678,0.936,0.0373,0.00166,0.457,0.376,0.877,129.996,4,4,2
5328,spotify:track:6wVViUl2xSRoDK2T7dMZbR,Bizarre Love Triangle,New Order,0.613,0.885,0.052,0.0804,0.746,0.0997,0.919,118.506,4,4,2
5329,spotify:track:5iLvRrk04Bh6IDjefiEDSN,Am I Ever Gonna See Your Face Again,The Angels,0.209,0.945,0.0589,0.00141,2.28e-05,0.9,0.386,184.197,6,7,3
5330,spotify:track:4MzXwWMhyBbmu6hOcLVD49,DÁKITI,"Bad Bunny, Jhayco",0.731,0.573,0.0544,0.401,5.22e-05,0.113,0.145,109.928,3,2,3
5331,spotify:track:75p0jmejcRVfMbS4FGL2uc,Happy Go Lucky Me,Paul Evans,0.726,0.255,0.0644,0.972,0.00133,0.309,0.785,95.461,2,5,3
5332,spotify:track:6P0AbpQHF7L327pP1XCGDl,Hip Hop Holiday (Radio Mix) [Bonus Track],3 The Hard Way,0.851,0.686,0.237,0.0642,0.000187,0.225,0.431,102.002,0,1,6
5333,spotify:track:2WthqeuPLwn0CHwCMrlt6L,I Finally Found Someone (feat. Bryan Adams),"Barbra Streisand, Bryan Adams",0.568,0.224,0.0296,0.677,0.0,0.127,0.0709,138.964,1,5,9
5334,spotify:track:3qKGvSu1inEZKwYQnMavNA,Smack That,"Akon, Eminem",0.94,0.743,0.0475,0.317,0.0,0.0909,0.932,118.988,8,6,3
5335,spotify:track:2rgtCOVK2tpfao2VjURn84,Lovers on the Sun (feat. Sam Martin),"David Guetta, Sam Martin",0.645,0.891,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,0,8,3
5336,spotify:track:5SlKhhXtzd3Cj74HYmHZNz,I'll Be There for You (Theme from Friends) - Single Version,The Rembrandts,0.164,0.919,0.149,0.0707,2.25e-06,0.158,0.662,190.182,5,3,6
5337,spotify:track:5d4E1hgkLyb7sXr5J3InnM,You Needed Me,Anne Murray,0.497,0.296,0.0302,0.431,0.0,0.106,0.171,62.204,3,2,9
5338,spotify:track:2T3blUc9Jnui2a0ZhuNOag,Smooth Criminal,Alien Ant Farm,0.653,0.966,0.0598,0.00287,0.0026,0.143,0.874,126.921,7,6,8
5339,spotify:track:5CPqOpKSk0QcJ3dGdaWcRB,On Hold,The xx,0.723,0.669,0.0348,0.0522,0.192,0.109,0.35,125.051,0,3,2
5340,spotify:track:3d4I2tQUz16S8gesU2pLSM,She's Like the Wind,"Patrick Swayze, Wendy Fraser",0.596,0.349,0.0295,0.273,2.38e-05,0.167,0.228,124.932,3,2,9
5341,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn,Stressed Out,Twenty One Pilots,0.734,0.637,0.141,0.0462,2.29e-05,0.0602,0.648,169.977,8,1,6
5342,spotify:track:4ZIb6YivyYtpOD0Ur7kDEP,Only One,"Kanye West, Paul McCartney",0.718,0.25,0.0429,0.939,0.0,0.111,0.132,102.335,1,5,9
5343,spotify:track:18ruAkNwQMPx8ldU2tEMZK,Flowers In The Rain,The Move,0.539,0.926,0.179,0.0796,0.00011,0.304,0.491,122.884,5,1,6
5344,spotify:track:38tpcZDofjtDNunMm5w1EU,If I Could Change Your Mind,HAIM,0.671,0.852,0.0425,0.0184,9.91e-05,0.0841,0.737,125.043,7,6,1
5345,spotify:track:3zEN0ii6s4DHHBpnTp3RP7,We Are The People,Empire of the Sun,0.675,0.781,0.0306,0.0801,0.0143,0.422,0.534,122.989,6,8,7
5346,spotify:track:03x2rVJRFUrvwlfxoHd9Mo,Just You and I,Tom Walker,0.567,0.696,0.301,0.456,0.0,0.113,0.544,92.061,3,1,6
5347,spotify:track:4LAxvLPIOzy8ZCL7H21Sa3,That's Freedom,John Farnham,0.602,0.706,0.0358,0.164,1e-05,0.421,0.654,120.045,6,8,3
5348,spotify:track:6iAQHemp1D2VSSPk74Dor3,Trouble,"Iggy Azalea, Jennifer Hudson",0.96,0.699,0.132,0.0948,0.0,0.0812,0.673,106.009,8,6,6
5349,spotify:track:0939D7aT18uBDS2MTjWzct,Higher Power,Coldplay,0.507,0.828,0.0449,0.00711,2.44e-05,0.261,0.489,178.032,5,3,8
5350,spotify:track:1q74TesvRCIo5RvJM5B84F,She Is Love,Parachute,0.629,0.174,0.141,0.616,0.0,0.118,0.305,134.297,1,5,5
5351,spotify:track:2TtUTMm65xZeqmF721Txfk,Don't Expect Me to Be Your Friend,Lobo,0.513,0.347,0.029,0.273,0.0417,0.0805,0.52,78.811,3,0,4
5352,spotify:track:7lY8aoN3wUR3NY4nUwigPv,"Paint It, Black - (Original Single Mono Version)",The Rolling Stones,0.496,0.859,0.0934,0.0135,0.065,0.349,0.768,159.694,5,8,5
5353,spotify:track:6ZAwEE4kTdtvyE66iRhFxR,Real Wild Child (Wild One),Iggy Pop,0.59,0.851,0.0297,0.0174,0.0975,0.154,0.968,146.213,7,6,2
5354,spotify:track:4T4NLIMypdmyUwK54jECk4,Too Little Too Late,JoJo,0.421,0.799,0.0562,0.00871,1.63e-05,0.0794,0.731,82.408,7,8,8
5355,spotify:track:5jrdCoLpJSvHHorevXBATy,Dark Horse,"Katy Perry, Juicy J",0.645,0.585,0.0513,0.00314,0.0,0.165,0.353,131.931,9,1,8
5356,spotify:track:4ZfpHQ2mkA4HYZtVWBfOCK,Set In Stone,Guy Sebastian,0.487,0.295,0.0308,0.567,1.27e-05,0.102,0.0709,78.122,1,5,9
5357,spotify:track:5JGEAz15LkPoOtFHttDtVs,With Or Without You - Remastered 2007,U2,0.538,0.432,0.0295,0.000185,0.309,0.139,0.116,110.181,9,2,2
5358,spotify:track:4Hhv2vrOTy89HFRcjU3QOx,At Last,Etta James,0.274,0.348,0.0293,0.547,0.0133,0.334,0.328,87.43,1,5,0
5359,spotify:track:2RC7ChxXoEhpTmlkAQzVNP,Over & Out,Newton Faulkner,0.55,0.727,0.0325,0.0567,0.0,0.114,0.441,88.043,0,3,1
5360,spotify:track:46RVKt5Edm1zl0rXhPJZxz,Down Under,Men At Work,0.746,0.79,0.0257,0.0485,0.0261,0.0534,0.891,107.231,7,6,7
5361,spotify:track:52vA3CYKZqZVdQnzRrdZt6,The Times They Are A-Changin',Bob Dylan,0.389,0.396,0.0332,0.887,0.0,0.0828,0.585,171.86,1,5,9
5362,spotify:track:3ClOMebBxeNTYCOfTH24YJ,Le Freak - 2018 Remaster,CHIC,0.91,0.641,0.0589,0.0258,6.42e-05,0.0642,0.903,118.533,8,6,1
5363,spotify:track:4t0Pj3iBnSCZv5pDEPNmzG,Jive Talkin',Bee Gees,0.811,0.545,0.0579,0.155,0.0853,0.156,0.734,105.911,8,0,4
5364,spotify:track:3aGdlqp8i9lJAWG5nqfhUP,Key Largo,Bertie Higgins,0.503,0.659,0.0356,0.443,0.0,0.153,0.33,101.668,3,0,9
5365,spotify:track:0FpT75cRdvf6va1TARHrl5,7 Things,Miley Cyrus,0.591,0.904,0.0359,0.0244,0.0,0.0786,0.542,107.027,0,8,1
5366,spotify:track:1NOeZ7ZIVKMebuza26rofd,"Because You Loved Me (Theme from ""Up Close and Personal"")",Céline Dion,0.614,0.466,0.0327,0.314,0.0,0.099,0.178,119.916,3,2,9
5367,spotify:track:7KxMm3ACHHuIa48MLIbOCm,Self Esteem,The Offspring,0.439,0.909,0.0684,0.0266,0.0,0.367,0.597,104.709,5,8,8
5368,spotify:track:3TRFq09DUgYj1mug6RRqJW,Lot to Learn,Luke Christopher,0.405,0.846,0.195,0.0948,0.0,0.0666,0.602,82.232,0,1,6
5369,spotify:track:5vYA1mW9g2Coh1HUFUSmlb,3AM,Matchbox Twenty,0.521,0.673,0.0284,0.00573,0.0,0.12,0.543,108.031,0,8,1
5370,spotify:track:0MYYZ0y1nuRnXr2rTLcBFw,How I Got This Way,Taxiride,0.443,0.875,0.0386,0.00725,0.0,0.0644,0.655,97.503,5,8,8
5371,spotify:track:7kzii7rGsLzjZZr0yWFAJp,Logic,Operator Please,0.769,0.887,0.0532,0.00537,4.48e-05,0.0668,0.885,117.484,7,6,1
5372,spotify:track:22Lg6vvMS2JC07aAjsGvtU,Hot N Cold,Katy Perry,0.702,0.839,0.0439,8.1e-05,0.0,0.072,0.856,132.007,7,6,1
5373,spotify:track:6PERP62TejQjgHu81OHxgM,good 4 u,Olivia Rodrigo,0.556,0.661,0.204,0.3,0.0,0.101,0.668,168.56,5,1,6
5374,spotify:track:2Y74aRKMI7soFFrQYC088t,Do You Want My Love,CoCo Lee,0.699,0.949,0.128,0.0696,0.0,0.278,0.722,104.003,7,6,6
5375,spotify:track:0xdFJkARYp9VZ2vfdNxkYX,Jellyhead,Crush,0.681,0.968,0.0393,0.0185,0.478,0.0477,0.965,136.986,4,4,2
5376,spotify:track:7L605WhF5EGf34ggj87yK6,You And Me,Lifehouse,0.461,0.446,0.0267,0.1,0.0,0.169,0.375,139.868,9,2,9
5377,spotify:track:57QXXEBy5apjgxsyXSb8YE,Satisfied (feat. MAX),"Galantis, MAX",0.75,0.651,0.121,0.00759,0.0,0.521,0.928,120.055,6,6,6
5378,spotify:track:04MNKrAnzrHDUzuXAtNoLr,Live And Let Die,Guns N' Roses,0.262,0.793,0.0646,0.00968,0.08,0.115,0.247,152.447,9,3,2
5379,spotify:track:3rKqIfNo9bjT0LKnNHgySm,Cotton Fields (The Cotton Song) - Remastered 2001,The Beach Boys,0.597,0.555,0.0285,0.486,0.00174,0.255,0.608,129.098,2,0,3
5380,spotify:track:7L5MNmeJXeGJJOe8wzhuZU,Prince Charming,Adam & The Ants,0.549,0.67,0.0523,0.201,0.0,0.11,0.653,150.57,5,0,3
5381,spotify:track:6aKxDL6KiKCHYsQyDq7Vgd,Fantasy,Black Box,0.713,0.664,0.046,0.00692,0.00184,0.163,0.49,98.102,0,1,8
5382,spotify:track:66s45uMhk7Y4z0xUgESdm3,Unwell - 2007 Remaster,Matchbox Twenty,0.442,0.793,0.0347,0.0456,0.0,0.328,0.437,80.985,0,3,3
5383,spotify:track:6MDijuuArPJv1vbp7K1x3f,Genghis Khan,Miike Snow,0.688,0.847,0.0508,0.04,2.81e-06,0.598,0.453,93.979,6,7,3
5384,spotify:track:1wQ1T9oOA181rViSBhulZI,Going On,Gnarls Barkley,0.443,0.897,0.0545,0.00211,0.0,0.34,0.49,149.946,5,3,8
5385,spotify:track:4nHpy4mMRGXsD5RrhXwoko,The Forgotten,Green Day,0.507,0.429,0.0268,0.145,0.0,0.141,0.0788,131.899,9,2,9
5386,spotify:track:1joiIJ9KBXA9cTfY5ZR47m,The Love Club,Lorde,0.793,0.489,0.0561,0.206,0.0101,0.135,0.629,92.027,8,1,4
5387,spotify:track:0EYKtEb2mKXxlnMD6aqYig,Sukiyaki,Kyu Sakamoto,0.406,0.337,0.0309,0.643,0.0,0.159,0.457,145.111,1,5,9
5388,spotify:track:6TaqooOXAEcijL6G1AWS2K,All My Friends (feat. Tinashe & Chance the Rapper),"Snakehips, Tinashe, Chance the Rapper",0.681,0.521,0.141,0.12,8.41e-05,0.108,0.181,94.997,9,2,6
5389,spotify:track:197Fa8CFtKbcQGPsFoBY9u,Pass Out - Radio Edit,Tinie Tempah,0.661,0.896,0.318,0.0637,0.0,0.168,0.54,90.891,0,1,6
5390,spotify:track:4OZEu0Vwq0RB2LAq14v99n,Middle,"DJ Snake, Bipolar Sunshine",0.611,0.7,0.0436,0.0199,0.0,0.0549,0.213,104.981,9,3,1
5391,spotify:track:25NXvdd1Vvk2OBjjYDZxu5,All Of The Dreamers,Powderfinger,0.511,0.984,0.0648,2.3e-05,3.53e-05,0.211,0.489,135.971,5,8,8
5392,spotify:track:5Xm9m4FR8Uw9pDR6ph2K0c,Let It Rock,"Kevin Rudolf, Lil Wayne",0.607,0.784,0.0397,0.000684,0.0,0.0678,0.442,113.172,0,3,8
5393,spotify:track:2Y0wPrPQBrGhoLn14xRYCG,Come & Go (with Marshmello),"Juice WRLD, Marshmello",0.625,0.814,0.0657,0.0172,0.0,0.158,0.535,144.991,0,1,8
5394,spotify:track:7DFawVSjI88xR9mjnWwURg,If You Don't Know Me by Now - 2008 Remaster,Simply Red,0.638,0.352,0.0268,0.492,0.0,0.105,0.204,94.173,3,2,9
5395,spotify:track:2BVFLo6PlycBOOer2MmGi3,Running Back (feat. Flo Rida),"Jessica Mauboy, Flo Rida",0.512,0.916,0.284,0.0231,0.0,0.095,0.363,85.873,0,1,6
5396,spotify:track:1M16Z9QkJr67ToixuO9zx2,The Man Says,Ruby Velle & The Soulphonics,0.629,0.734,0.0292,0.362,0.00634,0.542,0.864,98.331,6,9,5
5397,spotify:track:1RxSnx3hSCwX2DcG9tvpbD,Gonna See My Baby Tonight,The La De Da's,0.688,0.651,0.112,0.0816,5.27e-06,0.103,0.661,120.943,8,0,6
5398,spotify:track:6J2LdBN97cDWn0MLxYh9HB,July,Noah Cyrus,0.708,0.186,0.042,0.868,0.0,0.0779,0.322,72.541,1,5,9
5399,spotify:track:1wmeeILAnsQkxRz2HzedfS,"Hello, This Is Joannie (The Telephone Answering Machine Song)",Paul Evans,0.664,0.789,0.0813,0.173,0.0,0.0775,0.717,110.434,7,6,6
5400,spotify:track:7HuAVTtzubdCgGkQCIE1Ke,Sunday Morning,No Doubt,0.579,0.803,0.0312,0.0099,2.06e-05,0.118,0.793,157.139,7,8,8
5401,spotify:track:7krbSH3rd8lhIZvuzTV3Bl,Naked,James Arthur,0.529,0.607,0.0574,0.104,0.0,0.0631,0.238,101.966,9,3,1
5402,spotify:track:6EqXJqk5hLV8WpfmzZxP68,Chick-a-Boom (Don't Ya Jes Love It),Daddy Dewdrop,0.781,0.734,0.0511,0.0309,0.0,0.216,0.964,124.55,7,6,8
5403,spotify:track:76709jfVPvKWp7ChPQjCk7,"Yes Sir, I Can Boogie",Baccara,0.452,0.755,0.0747,0.113,0.0,0.151,0.508,122.501,5,8,6
5404,spotify:track:4TngvmKrWchN2SoL72eudc,Perfect,Vanessa Amorosi,0.634,0.877,0.0323,0.0139,7.62e-05,0.123,0.404,108.998,0,3,1
5405,spotify:track:3KtIVDOChQMVi3SxHc6RrK,You Are Not Alone - Single Version,Michael Jackson,0.64,0.421,0.0274,0.634,5.44e-05,0.109,0.23,119.478,1,2,9
5406,spotify:track:1YRjRHdl0aEtzHEn1uGi8k,What I Did for Love (feat. Emeli Sandé),David Guetta,0.494,0.721,0.0416,0.107,0.0,0.119,0.356,128.1,9,1,1
5407,spotify:track:3w3y8KPTfNeOKPiqUTakBh,Locked out of Heaven,Bruno Mars,0.726,0.698,0.0431,0.049,0.0,0.309,0.867,143.994,7,6,3
5408,spotify:track:4d6eqRtpDX7tydHJGDZUBQ,She Drives Me Crazy,Fine Young Cannibals,0.799,0.687,0.0431,0.193,0.000188,0.0307,0.965,108.804,8,6,1
5409,spotify:track:1A6X8840ZrptR1oJu8skSW,I Should Have Known Better,Jim Diamond,0.405,0.439,0.0287,0.214,0.000388,0.155,0.191,157.171,9,2,9
5410,spotify:track:5VGlqQANWDKJFl0MBG3sg2,Use Somebody,Kings of Leon,0.276,0.715,0.0432,0.00552,0.000417,0.201,0.173,137.028,9,2,8
5411,spotify:track:6xMHglHoafdDFGXS6qfwSH,Hot Blooded,Foreigner,0.705,0.806,0.0814,0.229,0.0,0.0676,0.763,117.945,7,6,3
5412,spotify:track:2GBoo6ufWtMy1s6lqgbjJ8,Love Me For A Reason,Boyzone,0.431,0.721,0.0528,0.063,0.0,0.12,0.668,156.12,5,8,6
5413,spotify:track:49MHCPzvMLXhRjDantBMVH,Just the Way You Are,Billy Joel,0.589,0.453,0.0397,0.703,2.54e-05,0.134,0.513,139.148,1,5,9
5414,spotify:track:0M3HkE321xpCbCYqVKzr1q,It Will Rain,Bruno Mars,0.576,0.835,0.0486,0.337,0.0,0.082,0.476,150.017,5,0,9
5415,spotify:track:27RYrbL6S02LNVhDWVl38b,Happy Xmas (War Is Over) - Remastered 2010,"John Lennon, Yoko Ono",0.321,0.64,0.0324,0.28,0.0,0.718,0.414,146.172,6,7,3
5416,spotify:track:2ajUl8lBLAXOXNpG4NEPMz,Sway,Michael Bublé,0.713,0.639,0.0313,0.753,0.0,0.0878,0.737,125.959,2,9,9
5417,spotify:track:3v8PlUFGQQDBIk1J86waCo,Should I Stay or Should I Go - Remastered,The Clash,0.742,0.838,0.11,0.0832,0.0,0.418,0.848,113.373,7,6,6
5418,spotify:track:46qtEi9qJOXxmY0qel1wpN,Crank That (Soulja Boy),Soulja Boy,0.732,0.731,0.0924,0.526,0.0,0.0496,0.799,140.211,2,9,3
5419,spotify:track:1SCnrq7aAvg2MIddieSQ9n,Let It Out (Let It All Hang Out),The Hombres,0.736,0.489,0.0576,0.396,2.3e-06,0.0492,0.862,121.364,8,0,3
5420,spotify:track:3ZKPEcdTWerkPNsCB3oi5z,Passenger,Powderfinger,0.259,0.611,0.0328,0.00886,0.0548,0.37,0.186,96.278,9,2,2
5421,spotify:track:0iIjVWXhhx8cTdbu1iGhQn,Where Or When,Dion & The Belmonts,0.455,0.254,0.0283,0.796,0.0,0.125,0.467,110.848,1,5,9
5422,spotify:track:6igXYiQIuXwjO9myYFqSrj,Oh Sherrie,Steve Perry,0.576,0.644,0.0261,0.166,0.000191,0.142,0.313,101.938,9,3,1
5423,spotify:track:3dipSm7lWInMbL3hRuMNBg,Remember Me - Sure Is Pure 7 Inch Edit,Blue Boy,0.837,0.877,0.0498,0.0864,0.0141,0.0337,0.962,101.088,7,6,7
5424,spotify:track:62BxlOvQCjLNQA5ARA4Dug,Runaways,The Killers,0.409,0.837,0.0406,0.00116,0.00651,0.0855,0.199,121.757,9,3,7
5425,spotify:track:1i6N76fftMZhijOzFQ5ZtL,Psycho Killer - 2005 Remaster,Talking Heads,0.721,0.521,0.0613,0.0708,0.00545,0.127,0.942,123.118,8,0,7
5426,spotify:track:0PIraUtGOhQUagM1sZAZNk,The Reason,Hoobastank,0.476,0.617,0.029,0.0128,0.0,0.137,0.078,82.973,9,2,9
5427,spotify:track:2hrmiiwfHoV2PIC62OOJra,Breathe - Radio Edit,"Kaz James, Stu Stone",0.729,0.799,0.042,0.0236,0.00182,0.212,0.83,128.981,7,6,8
5428,spotify:track:586SWMAwcR753dDyZnx8J3,The Man Who Can't Be Moved,The Script,0.612,0.619,0.0255,0.442,0.0,0.0976,0.357,99.897,3,2,9
5429,spotify:track:2ytFl202shjIhu7WJ1QWTH,Ships In The Night,Vicki Lawrence,0.507,0.375,0.0374,0.804,0.0,0.122,0.555,153.161,1,5,9
5430,spotify:track:3SPDQfj2UfWq6A2NllZnzn,What Makes You Beautiful,One Direction,0.729,0.771,0.0725,0.00761,0.0,0.087,0.873,125.011,7,6,8
5431,spotify:track:4KtrE35pTuqwNc22QP58RT,Drop the Game,"Flume, Chet Faker",0.559,0.67,0.0474,0.592,0.000184,0.171,0.438,78.957,3,9,3
5432,spotify:track:06yzME6dtXmBFO4DB5rVaT,Soul Limbo,Booker T. & the M.G.'s,0.703,0.663,0.0415,0.109,0.797,0.0831,0.974,124.299,4,4,0
5433,spotify:track:2Uak7fGdGpwsgbIQWA8iCQ,Leave Me Alone (Ruby Red Dress),Helen Reddy,0.655,0.626,0.0467,0.134,2.3e-05,0.0586,0.874,134.071,8,0,1
5434,spotify:track:1UWnhkOGpKefx0cMBbCzvZ,Sunshine,GABRIELLE,0.682,0.623,0.0232,0.0443,0.0,0.0741,0.642,93.492,8,0,1
5435,spotify:track:6Y0yv5p2AvHTjIpf2TazN8,Take Me Over,Cut Copy,0.673,0.79,0.0357,0.0219,0.313,0.553,0.654,119.995,6,7,0
5436,spotify:track:5LEQdlGJ44WnhaxnDg8GHf,Home Entertainment System,Lazaro's Dog,0.509,0.888,0.148,0.263,0.0,0.211,0.827,167.586,7,0,6
5437,spotify:track:0c1gHntWjKD7QShC8s99sq,"I Don't Want to Miss a Thing - From the Touchstone film, ""Armageddon""",Aerosmith,0.39,0.649,0.0345,0.172,0.0,0.216,0.144,121.16,9,2,9
5438,spotify:track:0JiVRyTJcJnmlwCZ854K4p,Alone,Alan Walker,0.676,0.929,0.0458,0.186,0.000405,0.121,0.157,97.019,9,3,1
5439,spotify:track:6kex4EBAj0WHXDKZMEJaaF,Swalla (feat. Nicki Minaj & Ty Dolla $ign),"Jason Derulo, Nicki Minaj, Ty Dolla $ign",0.696,0.817,0.109,0.075,0.0,0.187,0.782,98.064,7,6,6
5440,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,The Doors,0.623,0.633,0.0304,0.336,4.6e-05,0.147,0.895,121.119,8,0,9
5441,spotify:track:77aOp6RlPq5PnqewZ1akVh,Wonderland by Night (Wunderland bei Nacht),Bert Kaempfert,0.261,0.19,0.03,0.956,0.796,0.163,0.176,79.845,1,4,0
5442,spotify:track:1fC6GBMmXiTP38Zzjqi9ls,Lovesong,Amiel,0.681,0.674,0.0333,0.581,1.92e-05,0.105,0.242,130.079,3,2,9
5443,spotify:track:0ecA7bhTRuquuy7uSh0CXZ,Minority,Green Day,0.551,0.965,0.0452,0.00576,0.0,0.171,0.708,137.841,5,8,8
5444,spotify:track:2gFvRmQiWg9fN9i74Q0aiw,24K Magic,Bruno Mars,0.818,0.803,0.0797,0.034,0.0,0.153,0.632,106.97,0,6,8
5445,spotify:track:68yfD1wTkhcogpxjrQ7cAh,Chemical Heart,Grinspoon,0.475,0.612,0.0269,0.00627,0.0,0.137,0.37,153.989,9,1,8
5446,spotify:track:5Fla3zyOCcIRqrDoKLU0DP,Let You Love Me,Rita Ora,0.475,0.846,0.283,0.275,0.0,0.0824,0.451,96.036,0,1,6
5447,spotify:track:3SaIsrEzrQGDcG1jCeaK8q,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",0.711,0.774,0.0922,0.259,0.0,0.371,0.715,150.032,7,0,3
5448,spotify:track:1sUTfgduT0WIQO8kXKXxLC,"Blaze Of Glory - From ""Young Guns II"" Soundtrack",Jon Bon Jovi,0.55,0.618,0.0307,0.0564,2.62e-05,0.0937,0.429,78.61,0,1,1
5449,spotify:track:13IjqfJVwLCZJr0QQzBIld,Bye Bye,Mariah Carey,0.788,0.559,0.0406,0.276,0.0,0.352,0.809,135.977,8,6,3
5450,spotify:track:5UoBGPQQ5IngRDLR0PIUBA,The Price Of Love,Bryan Ferry,0.543,0.909,0.0385,0.00547,0.0147,0.154,0.841,130.904,7,8,7
5451,spotify:track:4mVLzFbc3gaCoWCEENLouc,Domino Dancing,Pet Shop Boys,0.645,0.923,0.0441,0.0876,0.00359,0.0303,0.81,109.988,7,6,1
5452,spotify:track:5GhJIMWAw0uMLgkdbt6uMz,Fallin’ (Adrenaline),Why Don't We,0.606,0.9,0.119,0.0101,0.0,0.075,0.233,133.963,9,3,8
5453,spotify:track:0mXKsmuLaSnzfitYEGQDaq,Are You Gonna Be My Girl?,Jet,0.606,0.957,0.0812,0.00117,0.000295,0.14,0.603,105.109,0,8,8
5454,spotify:track:0nmMDU7tk2Mi2RE54Shbfb,When The Night Falls Quiet,Birds Of Tokyo,0.54,0.698,0.0258,0.00333,0.0255,0.0934,0.387,109.691,9,3,7
5455,spotify:track:6qUEOWqOzu1rLPUPQ1ECpx,Walk This Way (feat. Aerosmith),"Run–D.M.C., Aerosmith",0.761,0.711,0.0604,0.0174,0.000101,0.0652,0.947,105.448,7,6,1
5456,spotify:track:07POri5O6Xu0aVZzlvOcpy,I'm Not Alone - Radio Edit,Calvin Harris,0.597,0.684,0.0321,0.00481,0.105,0.317,0.435,130.99,0,3,2
5457,spotify:track:7HlxqDDzdWE3gK0i6fS6Bt,Feels Like Heaven,Urban Cookie Collective,0.639,0.952,0.0364,0.114,0.00267,0.0415,0.787,129.845,7,6,1
5458,spotify:track:5G5IX0zeEIYhHKe71Zecx6,Home (feat. Nico Santos),"Topic, Nico Santos",0.723,0.527,0.0326,0.0267,0.0,0.111,0.324,126.072,9,1,1
5459,spotify:track:3XcjIvaZVUFAIdIYZqY9bd,We're An American Band - Remastered 2002,Grand Funk Railroad,0.637,0.89,0.0677,0.119,6.72e-05,0.103,0.923,127.689,7,6,1
5460,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,Justin Bieber,0.609,0.378,0.438,0.835,0.0,0.28,0.515,100.418,1,0,5
5461,spotify:track:607TnAAg6H7qFi1dkF1qi4,Lover Please,Clyde McPhatter,0.714,0.763,0.222,0.766,0.0,0.147,0.961,84.374,2,9,5
5462,spotify:track:1FkoVC85Ds3mFoK0fVqEqP,Self Esteem,The Offspring,0.488,0.862,0.0476,0.0204,0.0,0.359,0.706,104.56,5,6,8
5463,spotify:track:7ePFDzrnLt3Ynqgy2UFWri,"December, 1963 (Oh What a Night!)",Frankie Valli & The Four Seasons,0.727,0.588,0.0253,0.058,5.46e-06,0.0414,0.964,104.413,8,0,1
5464,spotify:track:5Z8kUbnUQqBUzM5FsBNOAl,You Gotta Be,Des'ree,0.663,0.753,0.0381,0.175,0.0,0.105,0.483,94.061,0,3,1
5465,spotify:track:7pCjXgyRznK3nggkC6TtJn,Ooby Dooby,Roy Orbison & Teen Kings,0.674,0.761,0.059,0.724,0.0204,0.0711,0.889,90.695,2,9,4
5466,spotify:track:14UjqB0xdlZranNXnB4oKW,Shut It Down (feat. Akon),"Pitbull, Akon",0.753,0.701,0.0879,0.00793,0.0,0.0677,0.37,128.072,0,1,8
5467,spotify:track:34wBwGT1Jhr8JUkJDcFGvk,"If You Gotta Go, Go Now - 2007 Remaster",Manfred Mann,0.592,0.571,0.0357,0.372,0.0,0.408,0.879,129.272,2,9,3
5468,spotify:track:2sqV4WwUD6Rydqciys8jtn,Million Man,The Rubens,0.472,0.544,0.0997,0.203,0.0,0.0986,0.312,98.873,3,2,6
5469,spotify:track:0ddj5KtNqJ75lOJzgZNFFc,The Edge Of Glory,Lady Gaga,0.581,0.774,0.0399,0.000334,0.0174,0.109,0.358,127.952,9,3,7
5470,spotify:track:49sMsFUxaaGDlaKZNBfVSd,The Ketchup Song (Asereje) - Spanish Version,Las Ketchup,0.587,0.905,0.11,0.00973,0.000379,0.122,0.898,184.931,7,8,8
5471,spotify:track:0bsuSsRatN6sXKTnOMIwBb,Emma,Hot Chocolate,0.632,0.609,0.0902,0.317,0.00141,0.0788,0.767,100.625,8,0,3
5472,spotify:track:67awxiNHNyjMXhVgsHuIrs,Turn Down for What,"DJ Snake, Lil Jon",0.818,0.799,0.156,0.00107,0.128,0.057,0.0815,100.014,9,3,0
5473,spotify:track:0IloFL8WR5fHmZYyWiTLBd,Slave,James Reyne,0.673,0.489,0.0263,0.00163,0.000657,0.0365,0.851,108.981,8,0,1
5474,spotify:track:6t1F0FTlVHAw6kEe164SsL,Something I Need,OneRepublic,0.683,0.595,0.0313,0.154,0.0,0.225,0.632,98.969,8,0,3
5475,spotify:track:3LtwmK1OfN0dGs9jf3qSjn,Her Diamonds,Rob Thomas,0.555,0.924,0.0604,0.0159,0.0,0.075,0.865,87.606,7,6,8
